episode,episode_seed,node_id,group_size,proposal_weight,baseline_batch_size,proposal_exists,proposal_changed,risk_reduction,utility_regret,baseline_risk,proposal_risk,baseline_utility,proposal_reference_utility,baseline_ids,proposal_ids
1,20008,cloud_0,2,0.6,7,1,0,0.0,0.0,0.3648026973770912,0.3648026973770912,6.717489876815966,6.717489876815966,r0012|r0008|r0005|r0000|r0023|r0014|r0013,r0012|r0008|r0005|r0000|r0023|r0014|r0013
1,20008,cloud_0,2,1.0,7,1,0,0.0,0.0,0.3648026973770912,0.3648026973770912,6.717489876815966,6.717489876815966,r0012|r0008|r0005|r0000|r0023|r0014|r0013,r0012|r0008|r0005|r0000|r0023|r0014|r0013
1,20008,cloud_0,4,0.6,7,1,0,0.0,0.0,0.713881315678895,0.713881315678895,6.618833641107976,6.618833641107976,r0012|r0008|r0005|r0000|r0023|r0014|r0013,r0012|r0008|r0005|r0000|r0023|r0014|r0013
1,20008,cloud_0,4,1.0,7,1,0,0.0,0.0,0.713881315678895,0.713881315678895,6.618833641107976,6.618833641107976,r0012|r0008|r0005|r0000|r0023|r0014|r0013,r0012|r0008|r0005|r0000|r0023|r0014|r0013
1,20008,cloud_0,8,0.6,4,1,0,0.0,0.0,0.22780788227444393,0.22780788227444393,6.476602665992232,6.476602665992232,r0008|r0000|r0014|r0013,r0008|r0000|r0014|r0013
1,20008,cloud_0,8,1.0,4,1,0,0.0,8.881784197001252e-16,0.22780788227444393,0.22780788227444393,6.476602665992232,6.476602665992231,r0008|r0000|r0014|r0013,r0008|r0000|r0014|r0013
2,20009,edge_5,1,0.6,3,1,0,0.0,8.881784197001252e-16,0.26643962676426564,0.26643962676426564,6.837632964584323,6.837632964584322,r0007|r0011|r0000,r0007|r0011|r0000
2,20009,edge_5,1,1.0,3,1,0,0.0,8.881784197001252e-16,0.26643962676426564,0.26643962676426564,6.837632964584323,6.837632964584322,r0007|r0011|r0000,r0007|r0011|r0000
2,20009,cloud_0,1,0.6,4,1,0,0.0,8.881784197001252e-16,0.35019167952190566,0.35019167952190566,7.284433658456436,7.284433658456435,r0007|r0011|r0020|r0000,r0007|r0011|r0020|r0000
2,20009,cloud_0,1,1.0,4,1,0,0.0,8.881784197001252e-16,0.35019167952190566,0.35019167952190566,7.284433658456436,7.284433658456435,r0007|r0011|r0020|r0000,r0007|r0011|r0020|r0000
2,20009,edge_5,2,0.6,3,1,0,0.0,8.881784197001252e-16,0.42395547635358444,0.42395547635358444,6.71042608707879,6.7104260870787895,r0007|r0011|r0000,r0007|r0011|r0000
2,20009,edge_5,2,1.0,3,1,0,0.0,8.881784197001252e-16,0.42395547635358444,0.42395547635358444,6.71042608707879,6.7104260870787895,r0007|r0011|r0000,r0007|r0011|r0000
2,20009,cloud_0,2,0.6,3,1,0,0.0,0.0,0.3701214869803398,0.3701214869803398,7.169550740174261,7.169550740174261,r0007|r0011|r0000,r0007|r0011|r0000
2,20009,cloud_0,2,1.0,3,1,0,0.0,8.881784197001252e-16,0.3701214869803398,0.3701214869803398,7.169550740174261,7.16955074017426,r0007|r0011|r0000,r0007|r0011|r0000
2,20009,edge_5,4,0.6,3,1,0,0.0,8.881784197001252e-16,0.7389871755322219,0.7389871755322219,6.600182719385412,6.600182719385411,r0007|r0011|r0000,r0007|r0011|r0000
2,20009,edge_5,4,1.0,3,1,0,0.0,0.0,0.7389871755322219,0.7389871755322219,6.600182719385412,6.600182719385412,r0007|r0011|r0000,r0007|r0011|r0000
2,20009,cloud_0,4,0.6,3,1,0,0.0,-8.881784197001252e-16,0.5442346566242589,0.5442346566242589,7.044660126524398,7.044660126524399,r0007|r0011|r0000,r0007|r0011|r0000
2,20009,cloud_0,4,1.0,3,1,0,0.0,8.881784197001252e-16,0.5442346566242589,0.5442346566242589,7.044660126524398,7.0446601265243975,r0007|r0011|r0000,r0007|r0011|r0000
2,20009,edge_5,8,0.6,4,1,0,0.0,0.0,2.906052891479558,2.906052891479558,6.520071273614576,6.520071273614576,r0007|r0011|r0020|r0000,r0007|r0011|r0020|r0000
2,20009,edge_5,8,1.0,4,1,0,0.0,-8.881784197001252e-16,2.906052891479558,2.906052891479558,6.520071273614576,6.520071273614577,r0007|r0011|r0020|r0000,r0007|r0011|r0020|r0000
2,20009,cloud_0,8,0.6,4,1,0,0.0,0.0,1.7137961180301216,1.7137961180301216,6.9297328015711805,6.9297328015711805,r0007|r0011|r0020|r0000,r0007|r0011|r0020|r0000
2,20009,cloud_0,8,1.0,4,1,0,0.0,0.0,1.7137961180301216,1.7137961180301216,6.9297328015711805,6.9297328015711805,r0007|r0011|r0020|r0000,r0007|r0011|r0020|r0000
3,20010,edge_2,1,0.6,2,1,0,0.0,0.0,0.057744862641052795,0.057744862641052795,6.511234606878606,6.511234606878606,r0020|r0000,r0020|r0000
3,20010,edge_2,1,1.0,2,1,0,0.0,-8.881784197001252e-16,0.057744862641052795,0.057744862641052795,6.511234606878606,6.511234606878607,r0020|r0000,r0020|r0000
3,20010,edge_5,1,0.6,2,1,0,0.0,0.0,0.07386053415260624,0.07386053415260624,6.612869926794394,6.612869926794394,r0020|r0000,r0020|r0000
3,20010,edge_5,1,1.0,2,1,0,0.0,0.0,0.07386053415260624,0.07386053415260624,6.612869926794394,6.612869926794394,r0020|r0000,r0020|r0000
3,20010,cloud_0,1,0.6,2,1,0,0.0,8.881784197001252e-16,0.027413953995233324,0.027413953995233324,7.025402023603896,7.025402023603895,r0020|r0000,r0020|r0000
3,20010,cloud_0,1,1.0,2,1,0,0.0,0.0,0.027413953995233324,0.027413953995233324,7.025402023603896,7.025402023603896,r0020|r0000,r0020|r0000
3,20010,edge_2,2,0.6,2,1,0,0.0,-8.881784197001252e-16,0.0874044866273892,0.0874044866273892,6.404101527508566,6.404101527508567,r0020|r0000,r0020|r0000
3,20010,edge_2,2,1.0,2,1,0,0.0,-8.881784197001252e-16,0.0874044866273892,0.0874044866273892,6.404101527508566,6.404101527508567,r0020|r0000,r0020|r0000
3,20010,edge_5,2,0.6,2,1,0,0.0,0.0,0.10162382524947393,0.10162382524947393,6.510131988622865,6.510131988622865,r0020|r0000,r0020|r0000
3,20010,edge_5,2,1.0,2,1,0,0.0,0.0,0.10162382524947393,0.10162382524947393,6.510131988622865,6.510131988622865,r0020|r0000,r0020|r0000
3,20010,cloud_0,2,0.6,2,1,0,0.0,0.0,0.04214964623539531,0.04214964623539531,6.925080603087086,6.925080603087086,r0020|r0000,r0020|r0000
3,20010,cloud_0,2,1.0,2,1,0,0.0,-8.881784197001252e-16,0.04214964623539531,0.04214964623539531,6.925080603087086,6.925080603087087,r0020|r0000,r0020|r0000
3,20010,edge_2,4,0.6,2,1,0,0.0,-8.881784197001252e-16,0.14672373460006197,0.14672373460006197,6.30405607394544,6.304056073945441,r0020|r0000,r0020|r0000
3,20010,edge_2,4,1.0,2,1,0,0.0,0.0,0.14672373460006197,0.14672373460006197,6.30405607394544,6.30405607394544,r0020|r0000,r0020|r0000
3,20010,edge_5,4,0.6,2,1,0,0.0,0.0,0.15715040744320924,0.15715040744320924,6.398261438617242,6.398261438617242,r0020|r0000,r0020|r0000
3,20010,edge_5,4,1.0,2,1,0,0.0,0.0,0.15715040744320924,0.15715040744320924,6.398261438617242,6.398261438617242,r0020|r0000,r0020|r0000
3,20010,cloud_0,4,0.6,2,1,0,0.0,0.0,0.0716210307157193,0.0716210307157193,6.84011348589736,6.84011348589736,r0020|r0000,r0020|r0000
3,20010,cloud_0,4,1.0,2,1,0,0.0,0.0,0.0716210307157193,0.0716210307157193,6.84011348589736,6.84011348589736,r0020|r0000,r0020|r0000
3,20010,edge_2,8,0.6,2,1,0,0.0,8.881784197001252e-16,0.26536223054540753,0.26536223054540753,6.214075041216406,6.214075041216405,r0020|r0000,r0020|r0000
3,20010,edge_2,8,1.0,2,1,0,0.0,8.881784197001252e-16,0.26536223054540753,0.26536223054540753,6.214075041216406,6.214075041216405,r0020|r0000,r0020|r0000
3,20010,edge_5,8,0.6,2,1,0,0.0,0.0,0.26820357183067994,0.26820357183067994,6.290565242803735,6.290565242803735,r0020|r0000,r0020|r0000
3,20010,edge_5,8,1.0,2,1,0,0.0,0.0,0.26820357183067994,0.26820357183067994,6.290565242803735,6.290565242803735,r0020|r0000,r0020|r0000
3,20010,cloud_0,8,0.6,2,1,0,0.0,-8.881784197001252e-16,0.13056379967636728,0.13056379967636728,6.777384502987937,6.777384502987938,r0020|r0000,r0020|r0000
3,20010,cloud_0,8,1.0,2,1,0,0.0,-8.881784197001252e-16,0.13056379967636728,0.13056379967636728,6.777384502987937,6.777384502987938,r0020|r0000,r0020|r0000
4,20011,edge_2,1,0.6,2,1,0,0.0,0.0,0.06718809486674626,0.06718809486674626,6.06087318616354,6.06087318616354,r0006|r0011,r0006|r0011
4,20011,edge_2,1,1.0,2,1,0,0.0,0.0,0.06718809486674626,0.06718809486674626,6.06087318616354,6.06087318616354,r0006|r0011,r0006|r0011
4,20011,cloud_0,1,0.6,2,1,0,0.0,8.881784197001252e-16,0.03962648218081313,0.03962648218081313,6.292258193627174,6.292258193627173,r0006|r0011,r0006|r0011
4,20011,cloud_0,1,1.0,2,1,0,0.0,0.0,0.03962648218081313,0.03962648218081313,6.292258193627174,6.292258193627174,r0006|r0011,r0006|r0011
4,20011,edge_2,2,0.6,2,1,0,0.0,0.0,0.0955763864742939,0.0955763864742939,5.9593662454803695,5.9593662454803695,r0006|r0011,r0006|r0011
4,20011,edge_2,2,1.0,2,1,0,0.0,0.0,0.0955763864742939,0.0955763864742939,5.9593662454803695,5.9593662454803695,r0006|r0011,r0006|r0011
4,20011,cloud_0,2,0.6,2,1,0,0.0,-8.881784197001252e-16,0.054317631296096486,0.054317631296096486,6.196359957488435,6.196359957488436,r0006|r0011,r0006|r0011
4,20011,cloud_0,2,1.0,2,1,0,0.0,0.0,0.054317631296096486,0.054317631296096486,6.196359957488435,6.196359957488435,r0006|r0011,r0006|r0011
4,20011,cloud_0,4,0.6,2,1,0,0.0,0.0,0.08369992952666319,0.08369992952666319,6.097030958628819,6.097030958628819,r0006|r0011,r0006|r0011
4,20011,cloud_0,4,1.0,2,1,0,0.0,0.0,0.08369992952666319,0.08369992952666319,6.097030958628819,6.097030958628819,r0006|r0011,r0006|r0011
4,20011,cloud_0,8,0.6,2,1,0,0.0,0.0,0.14246452598779658,0.14246452598779658,6.014201661704934,6.014201661704934,r0006|r0011,r0006|r0011
4,20011,cloud_0,8,1.0,2,1,0,0.0,0.0,0.14246452598779658,0.14246452598779658,6.014201661704934,6.014201661704934,r0006|r0011,r0006|r0011
5,20012,edge_0,1,0.6,4,1,0,0.0,0.0,0.10178887874103733,0.10178887874103733,6.91248900898298,6.91248900898298,r0021|r0009|r0005|r0002,r0021|r0009|r0005|r0002
5,20012,edge_0,1,1.0,4,1,0,0.0,0.0,0.10178887874103733,0.10178887874103733,6.91248900898298,6.91248900898298,r0021|r0009|r0005|r0002,r0021|r0009|r0005|r0002
5,20012,edge_4,1,0.6,4,1,0,0.0,0.0,0.08984761579873171,0.08984761579873171,7.068600292776391,7.068600292776391,r0021|r0009|r0005|r0002,r0021|r0009|r0005|r0002
5,20012,edge_4,1,1.0,4,1,0,0.0,0.0,0.08984761579873171,0.08984761579873171,7.068600292776391,7.068600292776391,r0021|r0009|r0005|r0002,r0021|r0009|r0005|r0002
5,20012,cloud_0,1,0.6,4,1,0,0.0,8.881784197001252e-16,0.04033126516152258,0.04033126516152258,7.163872026603111,7.16387202660311,r0021|r0009|r0005|r0002,r0021|r0009|r0005|r0002
5,20012,cloud_0,1,1.0,4,1,0,0.0,0.0,0.04033126516152258,0.04033126516152258,7.163872026603111,7.163872026603111,r0021|r0009|r0005|r0002,r0021|r0009|r0005|r0002
5,20012,edge_0,2,0.6,5,1,0,0.0,0.0,2.432931272488571,2.432931272488571,6.783532551950762,6.783532551950762,r0021|r0003|r0009|r0005|r0002,r0021|r0003|r0009|r0005|r0002
5,20012,edge_0,2,1.0,5,1,0,0.0,8.881784197001252e-16,2.432931272488571,2.432931272488571,6.783532551950762,6.783532551950761,r0021|r0003|r0009|r0005|r0002,r0021|r0003|r0009|r0005|r0002
5,20012,edge_4,2,0.6,4,1,0,0.0,8.881784197001252e-16,0.13501992343221444,0.13501992343221444,6.933903020641399,6.933903020641398,r0021|r0009|r0005|r0002,r0021|r0009|r0005|r0002
5,20012,edge_4,2,1.0,4,1,0,0.0,0.0,0.13501992343221444,0.13501992343221444,6.933903020641399,6.933903020641399,r0021|r0009|r0005|r0002,r0021|r0009|r0005|r0002
5,20012,cloud_0,2,0.6,5,1,0,0.0,0.0,0.9476881425090877,0.9476881425090877,7.046667103432252,7.046667103432252,r0021|r0003|r0009|r0005|r0002,r0021|r0003|r0009|r0005|r0002
5,20012,cloud_0,2,1.0,5,1,0,0.0,0.0,0.9476881425090877,0.9476881425090877,7.046667103432252,7.046667103432252,r0021|r0003|r0009|r0005|r0002,r0021|r0003|r0009|r0005|r0002
5,20012,edge_4,4,0.6,4,1,0,0.0,0.0,0.22536453869917986,0.22536453869917986,6.800977057856095,6.800977057856095,r0021|r0009|r0005|r0002,r0021|r0009|r0005|r0002
5,20012,edge_4,4,1.0,4,1,0,0.0,0.0,0.22536453869917986,0.22536453869917986,6.800977057856095,6.800977057856095,r0021|r0009|r0005|r0002,r0021|r0009|r0005|r0002
5,20012,cloud_0,4,0.6,5,1,0,0.0,0.0,1.8228100236539355,1.8228100236539355,6.974901192429677,6.974901192429677,r0021|r0003|r0009|r0005|r0002,r0021|r0003|r0009|r0005|r0002
5,20012,cloud_0,4,1.0,5,1,0,0.0,-8.881784197001252e-16,1.8228100236539355,1.8228100236539355,6.974901192429677,6.9749011924296775,r0021|r0003|r0009|r0005|r0002,r0021|r0003|r0009|r0005|r0002
5,20012,edge_4,8,0.6,4,1,0,0.0,8.881784197001252e-16,0.40605376923311076,0.40605376923311076,6.689148340093351,6.68914834009335,r0021|r0009|r0005|r0002,r0021|r0009|r0005|r0002
5,20012,edge_4,8,1.0,4,1,0,0.0,0.0,0.40605376923311076,0.40605376923311076,6.689148340093351,6.689148340093351,r0021|r0009|r0005|r0002,r0021|r0009|r0005|r0002
5,20012,cloud_0,8,0.6,5,1,0,0.0,0.0,2.91013328540194,2.91013328540194,6.907355698786767,6.907355698786767,r0021|r0003|r0009|r0005|r0002,r0021|r0003|r0009|r0005|r0002
5,20012,cloud_0,8,1.0,5,1,0,0.0,-8.881784197001252e-16,2.91013328540194,2.91013328540194,6.907355698786767,6.907355698786768,r0021|r0003|r0009|r0005|r0002,r0021|r0003|r0009|r0005|r0002
6,20013,edge_2,1,0.6,5,1,0,0.0,0.0,0.5618369052313428,0.5618369052313428,6.827755713480606,6.827755713480606,r0002|r0017|r0011|r0004|r0023,r0002|r0017|r0011|r0004|r0023
6,20013,edge_2,1,1.0,5,1,0,0.0,0.0,0.5618369052313428,0.5618369052313428,6.827755713480606,6.827755713480606,r0002|r0017|r0011|r0004|r0023,r0002|r0017|r0011|r0004|r0023
6,20013,cloud_0,1,0.6,5,1,0,0.0,8.881784197001252e-16,0.311264453582726,0.311264453582726,7.4923380659834535,7.492338065983453,r0002|r0017|r0011|r0004|r0023,r0002|r0017|r0011|r0004|r0023
6,20013,cloud_0,1,1.0,5,1,0,0.0,0.0,0.311264453582726,0.311264453582726,7.4923380659834535,7.4923380659834535,r0002|r0017|r0011|r0004|r0023,r0002|r0017|r0011|r0004|r0023
6,20013,edge_2,2,0.6,5,1,0,0.0,0.0,0.9090678368975326,0.9090678368975326,6.6821160725746305,6.6821160725746305,r0002|r0017|r0011|r0004|r0023,r0002|r0017|r0011|r0004|r0023
6,20013,edge_2,2,1.0,5,1,0,0.0,0.0,0.9090678368975326,0.9090678368975326,6.6821160725746305,6.6821160725746305,r0002|r0017|r0011|r0004|r0023,r0002|r0017|r0011|r0004|r0023
6,20013,cloud_0,2,0.6,5,1,0,0.0,0.0,0.4623635180236225,0.4623635180236225,7.360313781320925,7.360313781320925,r0002|r0017|r0011|r0004|r0023,r0002|r0017|r0011|r0004|r0023
6,20013,cloud_0,2,1.0,5,1,0,0.0,0.0,0.4623635180236225,0.4623635180236225,7.360313781320925,7.360313781320925,r0002|r0017|r0011|r0004|r0023,r0002|r0017|r0011|r0004|r0023
6,20013,cloud_0,4,0.6,5,1,0,0.0,0.0,0.7645616469054157,0.7645616469054157,7.224073848203149,7.224073848203149,r0002|r0017|r0011|r0004|r0023,r0002|r0017|r0011|r0004|r0023
6,20013,cloud_0,4,1.0,5,1,0,0.0,0.0,0.7645616469054157,0.7645616469054157,7.224073848203149,7.224073848203149,r0002|r0017|r0011|r0004|r0023,r0002|r0017|r0011|r0004|r0023
6,20013,cloud_0,8,0.6,5,1,0,0.0,0.0,1.368957904669002,1.368957904669002,7.108604745803478,7.108604745803478,r0002|r0017|r0011|r0004|r0023,r0002|r0017|r0011|r0004|r0023
6,20013,cloud_0,8,1.0,5,1,0,0.0,0.0,1.368957904669002,1.368957904669002,7.108604745803478,7.108604745803478,r0002|r0017|r0011|r0004|r0023,r0002|r0017|r0011|r0004|r0023
7,20014,edge_3,1,0.6,4,1,0,0.0,0.0,0.07924128200770295,0.07924128200770295,7.169943524014455,7.169943524014455,r0016|r0004|r0011|r0008,r0016|r0004|r0011|r0008
7,20014,edge_3,1,1.0,4,1,0,0.0,0.0,0.07924128200770295,0.07924128200770295,7.169943524014455,7.169943524014455,r0016|r0004|r0011|r0008,r0016|r0004|r0011|r0008
7,20014,cloud_0,1,0.6,4,1,0,0.0,0.0,0.08071321860495745,0.08071321860495745,7.396637987653215,7.396637987653215,r0016|r0004|r0011|r0008,r0016|r0004|r0011|r0008
7,20014,cloud_0,1,1.0,4,1,0,0.0,0.0,0.08071321860495745,0.08071321860495745,7.396637987653215,7.396637987653215,r0016|r0004|r0011|r0008,r0016|r0004|r0011|r0008
7,20014,edge_3,2,0.6,4,1,0,0.0,0.0,0.11351865649580219,0.11351865649580219,7.04181075895918,7.04181075895918,r0016|r0004|r0011|r0008,r0016|r0004|r0011|r0008
7,20014,edge_3,2,1.0,4,1,0,0.0,0.0,0.11351865649580219,0.11351865649580219,7.04181075895918,7.04181075895918,r0016|r0004|r0011|r0008,r0016|r0004|r0011|r0008
7,20014,cloud_0,2,0.6,4,1,0,0.0,0.0,0.11556776520919458,0.11556776520919458,7.269226921496927,7.269226921496927,r0016|r0004|r0011|r0008,r0016|r0004|r0011|r0008
7,20014,cloud_0,2,1.0,4,1,0,0.0,0.0,0.11556776520919458,0.11556776520919458,7.269226921496927,7.269226921496927,r0016|r0004|r0011|r0008,r0016|r0004|r0011|r0008
7,20014,edge_3,4,0.6,4,1,0,0.0,-8.881784197001252e-16,0.1820734054720007,0.1820734054720007,6.903843166993576,6.9038431669935765,r0016|r0004|r0011|r0008,r0016|r0004|r0011|r0008
7,20014,edge_3,4,1.0,4,1,0,0.0,-8.881784197001252e-16,0.1820734054720007,0.1820734054720007,6.903843166993576,6.9038431669935765,r0016|r0004|r0011|r0008,r0016|r0004|r0011|r0008
7,20014,cloud_0,4,0.6,4,1,0,0.0,0.0,0.18527685841766883,0.18527685841766883,7.132487819539258,7.132487819539258,r0016|r0004|r0011|r0008,r0016|r0004|r0011|r0008
7,20014,cloud_0,4,1.0,4,1,0,0.0,0.0,0.18527685841766883,0.18527685841766883,7.132487819539258,7.132487819539258,r0016|r0004|r0011|r0008,r0016|r0004|r0011|r0008
7,20014,edge_3,8,0.6,4,1,0,0.0,0.0,0.3191829034243977,0.3191829034243977,6.780231623763799,6.780231623763799,r0016|r0004|r0011|r0008,r0016|r0004|r0011|r0008
7,20014,edge_3,8,1.0,4,1,0,0.0,0.0,0.3191829034243977,0.3191829034243977,6.780231623763799,6.780231623763799,r0016|r0004|r0011|r0008,r0016|r0004|r0011|r0008
7,20014,cloud_0,8,0.6,4,1,0,0.0,0.0,0.3246950448346173,0.3246950448346173,7.011273382553792,7.011273382553792,r0016|r0004|r0011|r0008,r0016|r0004|r0011|r0008
7,20014,cloud_0,8,1.0,4,1,0,0.0,-8.881784197001252e-16,0.3246950448346173,0.3246950448346173,7.011273382553792,7.011273382553793,r0016|r0004|r0011|r0008,r0016|r0004|r0011|r0008
8,20015,cloud_0,1,0.6,3,1,0,0.0,1.7763568394002505e-15,0.17816234714488044,0.17816234714488044,8.083737181180986,8.083737181180984,r0022|r0011|r0017,r0022|r0011|r0017
8,20015,cloud_0,1,1.0,3,1,0,0.0,1.7763568394002505e-15,0.17816234714488044,0.17816234714488044,8.083737181180986,8.083737181180984,r0022|r0011|r0017,r0022|r0011|r0017
8,20015,cloud_0,2,0.6,3,1,0,0.0,0.0,0.2385789071044073,0.2385789071044073,7.972340936051585,7.972340936051585,r0022|r0011|r0017,r0022|r0011|r0017
8,20015,cloud_0,2,1.0,3,1,0,0.0,0.0,0.2385789071044073,0.2385789071044073,7.972340936051585,7.972340936051585,r0022|r0011|r0017,r0022|r0011|r0017
8,20015,cloud_0,4,0.6,3,1,0,0.0,8.881784197001252e-16,0.35941202702346114,0.35941202702346114,7.8424021386549585,7.842402138654958,r0022|r0011|r0017,r0022|r0011|r0017
8,20015,cloud_0,4,1.0,3,1,0,0.0,8.881784197001252e-16,0.35941202702346114,0.35941202702346114,7.8424021386549585,7.842402138654958,r0022|r0011|r0017,r0022|r0011|r0017
8,20015,cloud_0,8,0.6,3,1,0,0.0,0.0,0.6010782668615686,0.6010782668615686,7.7177180007691595,7.7177180007691595,r0022|r0011|r0017,r0022|r0011|r0017
8,20015,cloud_0,8,1.0,3,1,0,0.0,8.881784197001252e-16,0.6010782668615686,0.6010782668615686,7.7177180007691595,7.717718000769159,r0022|r0011|r0017,r0022|r0011|r0017
9,20016,edge_1,1,0.6,3,1,0,0.0,8.881784197001252e-16,0.19112658274849562,0.19112658274849562,6.985406318700232,6.985406318700231,r0000|r0007|r0012,r0000|r0007|r0012
9,20016,edge_1,1,1.0,3,1,0,0.0,8.881784197001252e-16,0.19112658274849562,0.19112658274849562,6.985406318700232,6.985406318700231,r0000|r0007|r0012,r0000|r0007|r0012
9,20016,cloud_0,1,0.6,3,1,0,0.0,0.0,0.11459962703033778,0.11459962703033778,7.439022081023771,7.439022081023771,r0000|r0007|r0012,r0000|r0007|r0012
9,20016,cloud_0,1,1.0,3,1,0,0.0,0.0,0.11459962703033778,0.11459962703033778,7.439022081023771,7.439022081023771,r0000|r0007|r0012,r0000|r0007|r0012
9,20016,edge_1,2,0.6,3,1,0,0.0,0.0,0.27788534090362055,0.27788534090362055,6.856999179506366,6.856999179506366,r0000|r0007|r0012,r0000|r0007|r0012
9,20016,edge_1,2,1.0,3,1,0,0.0,0.0,0.27788534090362055,0.27788534090362055,6.856999179506366,6.856999179506366,r0000|r0007|r0012,r0000|r0007|r0012
9,20016,cloud_0,2,0.6,3,1,0,0.0,0.0,0.15857483989852716,0.15857483989852716,7.322855857967858,7.322855857967858,r0000|r0007|r0012,r0000|r0007|r0012
9,20016,cloud_0,2,1.0,3,1,0,0.0,-8.881784197001252e-16,0.15857483989852716,0.15857483989852716,7.322855857967858,7.322855857967859,r0000|r0007|r0012,r0000|r0007|r0012
9,20016,edge_1,4,0.6,3,1,0,0.0,0.0,0.4514028572138706,0.4514028572138706,6.725104424820664,6.725104424820664,r0000|r0007|r0012,r0000|r0007|r0012
9,20016,edge_1,4,1.0,3,1,0,0.0,8.881784197001252e-16,0.4514028572138706,0.4514028572138706,6.725104424820664,6.725104424820663,r0000|r0007|r0012,r0000|r0007|r0012
9,20016,cloud_0,4,0.6,3,1,0,0.0,0.0,0.24652526563490587,0.24652526563490587,7.197142098805074,7.197142098805074,r0000|r0007|r0012,r0000|r0007|r0012
9,20016,cloud_0,4,1.0,3,1,0,0.0,0.0,0.24652526563490587,0.24652526563490587,7.197142098805074,7.197142098805074,r0000|r0007|r0012,r0000|r0007|r0012
9,20016,edge_1,8,0.6,3,1,0,0.0,0.0,0.7984378898343706,0.7984378898343706,6.606093611469647,6.606093611469647,r0000|r0007|r0012,r0000|r0007|r0012
