episode_seed,mapping_id,mapping_success,selected_node_id,selected_group_size,selected_ids,matched_candidate_records
20097,1,1,cloud_0,1,r0016|r0020|r0021,1
20097,2,1,cloud_0,1,r0000|r0005|r0008|r0010|r0017,1
20097,3,1,cloud_0,1,r0002|r0003|r0009,1
20098,0,1,cloud_0,1,r0017,1
20098,1,1,cloud_0,1,r0008,1
20098,2,1,cloud_0,1,r0005|r0018|r0023,1
20098,3,1,cloud_0,1,r0002|r0003|r0004|r0006|r0019|r0022,1
20098,4,1,cloud_0,1,r0007,1
20099,0,1,cloud_0,1,r0016,1
20099,1,1,cloud_0,1,r0013,1
20099,2,1,cloud_0,1,r0000|r0005,1
20099,3,1,cloud_0,1,r0009,1
20099,4,1,cloud_0,1,r0011|r0017|r0021,1
20099,5,1,cloud_0,1,r0001|r0007|r0015|r0022,1
20100,0,1,cloud_0,1,r0013,1
20100,1,1,cloud_0,1,r0022,1
20100,2,1,cloud_0,1,r0001|r0003|r0004|r0010,1
20100,3,1,cloud_0,1,r0007|r0008|r0015|r0020,1
20100,4,1,cloud_0,1,r0017|r0018,1
20101,0,1,cloud_0,1,r0004,1
20101,1,1,cloud_0,1,r0010|r0015,1
20101,2,1,cloud_0,1,r0007,1
20101,3,1,cloud_0,1,r0018,1
20101,4,1,cloud_0,1,r0020,1
20101,5,1,cloud_0,1,r0000,1
20101,6,1,cloud_0,1,r0002|r0014,1
20101,7,1,cloud_0,1,r0003|r0005,1
20101,8,1,cloud_0,1,r0001,1
20102,0,1,cloud_0,1,r0005,1
20102,1,1,cloud_0,1,r0006,1
20102,2,1,cloud_0,1,r0004|r0009|r0013,1
20102,3,1,cloud_0,1,r0020,1
20102,4,1,cloud_0,1,r0002|r0011|r0022,1
20102,5,1,cloud_0,1,r0000,1
20102,6,1,cloud_0,1,r0003|r0019,1
20103,0,1,cloud_0,1,r0021,1
20103,1,1,cloud_0,1,r0001|r0002|r0004|r0016|r0023,1
20103,2,1,cloud_0,1,r0005|r0009|r0015,1
20103,3,1,cloud_0,1,r0007|r0010|r0012,1
20104,0,1,cloud_0,1,r0008,1
20104,1,1,cloud_0,1,r0017,1
20104,2,1,cloud_0,1,r0002,1
20104,3,1,cloud_0,1,r0007|r0013,1
20104,4,1,cloud_0,1,r0012|r0015,1
20104,5,1,cloud_0,1,r0018|r0019,1
20104,6,1,cloud_0,1,r0003,1
20104,7,1,cloud_0,1,r0004|r0009,1
20105,0,1,cloud_0,1,r0013,1
20105,1,1,cloud_0,1,r0016,1
20105,2,1,cloud_0,1,r0006|r0015|r0017,1
20105,3,1,cloud_0,1,r0002,1
20105,4,1,cloud_0,1,r0007|r0019|r0021,1
20105,5,1,cloud_0,1,r0008|r0012|r0018,1
20106,0,1,cloud_0,1,r0020,1
20106,1,1,cloud_0,1,r0017,1
20106,2,1,cloud_0,1,r0015,1
20106,3,1,cloud_0,1,r0023,1
20106,4,1,cloud_0,1,r0003,1
20106,5,1,cloud_0,1,r0006,1
20106,6,1,cloud_0,1,r0011,1
20106,7,1,cloud_0,1,r0009|r0014,1
20106,8,1,cloud_0,1,r0007,1
20106,9,1,cloud_0,1,r0000|r0021,1
